candidate_type,candidate,domain,score,mentions,source_count,sample_sources
org_name,The Emergence Network,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Pacifica Graduate Institute,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,The New Institute,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Emergence Network,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Stiftung Foundation Center,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Poetry Foundation,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Cultures Foundation,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Tulsa's Bob Dylan Center,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Mellon Foundation,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Executive Council,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Modern Languages Association,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,"Guggenheim, Rockefeller, Ford, American Council",,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,American Association,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Schumacher Center,,32,4,4,research_results/documents/parsed/3118d8dcd1c708d5160b1108a9b231ea.txt | research_results/third_party_downloads/obiu.org/obiu.org.html | research_results/third_party_downloads/obiu.org/obiu.org_4ba94aeb9f.html | research_results/third_party_downloads/obiu.org/obiu.org_9fdd6f809a.html
org_name,Housing Stability Council,,32,4,4,research_results/documents/parsed/6431de02c3af80fab467e7aebdc1d17c.txt | research_results/documents/parsed/74c6bb8d3aa480a95207e0085fc1c4c0.txt | research_results/documents/parsed/a2f08c4c1146471bbf56e2808875d0b6.txt | research_results/documents/parsed/f05cefc6c4eb4225c881409d8daadc29.txt
org_name,Community Services Webinar AGENDA Council,,32,4,4,research_results/documents/parsed/6431de02c3af80fab467e7aebdc1d17c.txt | research_results/documents/parsed/74c6bb8d3aa480a95207e0085fc1c4c0.txt | research_results/documents/parsed/a2f08c4c1146471bbf56e2808875d0b6.txt | research_results/documents/parsed/f05cefc6c4eb4225c881409d8daadc29.txt
org_name,Meeting Adjourned The Housing Stability Council,,32,4,4,research_results/documents/parsed/6431de02c3af80fab467e7aebdc1d17c.txt | research_results/documents/parsed/74c6bb8d3aa480a95207e0085fc1c4c0.txt | research_results/documents/parsed/a2f08c4c1146471bbf56e2808875d0b6.txt | research_results/documents/parsed/f05cefc6c4eb4225c881409d8daadc29.txt
org_name,AGENDA Council,,32,4,4,research_results/documents/parsed/6431de02c3af80fab467e7aebdc1d17c.txt | research_results/documents/parsed/74c6bb8d3aa480a95207e0085fc1c4c0.txt | research_results/documents/parsed/a2f08c4c1146471bbf56e2808875d0b6.txt | research_results/documents/parsed/f05cefc6c4eb4225c881409d8daadc29.txt
org_name,Sharon Nickleberry Rogers The Housing Stability Council,,32,4,4,research_results/documents/parsed/6431de02c3af80fab467e7aebdc1d17c.txt | research_results/documents/parsed/74c6bb8d3aa480a95207e0085fc1c4c0.txt | research_results/documents/parsed/a2f08c4c1146471bbf56e2808875d0b6.txt | research_results/documents/parsed/f05cefc6c4eb4225c881409d8daadc29.txt
domain,en.wikiversity.org,en.wikiversity.org,31,6,4,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Main_Page.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Main_Page_87ed5625e3.html
domain,cdn.mouseflow.com,cdn.mouseflow.com,31,4,4,research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264_07f5d73c8a.html
domain,bbb.org,bbb.org,31,4,4,research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264_07f5d73c8a.html
domain,bbb.impl-wd501.myworkdayjobs.com,bbb.impl-wd501.myworkdayjobs.com,31,4,4,research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264_07f5d73c8a.html
domain,pages.rasa.io,pages.rasa.io,31,4,4,research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264_07f5d73c8a.html
domain,auto.bbbnp.org,auto.bbbnp.org,31,4,4,research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264_07f5d73c8a.html
domain,www.otheringandbelonging.org,www.otheringandbelonging.org,31,3,3,research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_de32e3d51e.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_targeted-universalism.html
domain,my-store-b8d125-2.creator-spring.com,my-store-b8d125-2.creator-spring.com,31,3,3,research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_de32e3d51e.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_targeted-universalism.html
domain,www.iec.chiec,www.iec.chiec,30,5,5,research_results/hacc_documents/P3_Plans_&_Background_14c64afc-c99d-4515-95f7-22539d336506 | research_results/hacc_documents/P3_Plans_&_Background_eda24611-7315-4bae-a358-b30cea48dd52 | research_results/hacc_documents/P4_Reference_90cdd459-3f9b-410c-b1a0-9338a9808c81 | research_results/hacc_documents/P4_Reference_bbc4618a-8bac-4268-a358-7b760edae347 | research_results/hacc_documents/P4_Reference_c1cf2a69-4632-4e9b-a6eb-705ce9f67f34
domain,www.iec.chdesc.iec,www.iec.chdesc.iec,30,5,5,research_results/hacc_documents/P3_Plans_&_Background_14c64afc-c99d-4515-95f7-22539d336506 | research_results/hacc_documents/P3_Plans_&_Background_eda24611-7315-4bae-a358-b30cea48dd52 | research_results/hacc_documents/P4_Reference_90cdd459-3f9b-410c-b1a0-9338a9808c81 | research_results/hacc_documents/P4_Reference_bbc4618a-8bac-4268-a358-7b760edae347 | research_results/hacc_documents/P4_Reference_c1cf2a69-4632-4e9b-a6eb-705ce9f67f34
domain,w.org,w.org,30,4,4,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html
domain,www.youtube-nocookie.com,www.youtube-nocookie.com,30,4,4,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html
domain,www.gartner.com,www.gartner.com,30,4,2,research_results/third_party_downloads/github.com/github.com.html | research_results/third_party_downloads/github.com/github.com_d7b3438d97.html
domain,publish-p61203-e558128.adobeaemcloud.com,publish-p61203-e558128.adobeaemcloud.com,30,3,2,research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_ein_843935514.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_ein_942759879.html
org_name,Local BBBs BBB Institute,,30,6,6,research_results/documents/parsed/5fb771bda582a108438cf2f86fe537ff.txt | research_results/documents/parsed/feeb87b01526b785102182a78507f65f.txt | research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html
org_name,Marketplace Trust BBB Wise Giving Alliance,,30,6,6,research_results/documents/parsed/5fb771bda582a108438cf2f86fe537ff.txt | research_results/documents/parsed/feeb87b01526b785102182a78507f65f.txt | research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html
